,Age,Deck_1,Deck_2,Deck_3,Deck_4,Embarked_1,Embarked_2,Embarked_3,Family_Size_Grouped_1,Family_Size_Grouped_2,Family_Size_Grouped_3,Family_Size_Grouped_4,Fare,Is_Married,Pclass_1,Pclass_2,Pclass_3,Sex_1,Sex_2,Survival_Rate,Survival_Rate_NA,Survived,Ticket_Frequency,Title_1,Title_2,Title_3,Title_4
10,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0
11,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,0,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
12,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
13,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,7,0.0,0.0,0.0,1.0
14,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
15,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
16,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,0.0,1.0,0.0,0.0
17,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
18,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0
19,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
20,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
21,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
22,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
23,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
24,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5,0.0,0.0,1.0,0.0
25,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7,0.0,0.0,1.0,0.0
26,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
27,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,6,0.0,0.0,0.0,1.0
28,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
29,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
30,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,1.0,0.0,0.0,0.0
31,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0
32,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
33,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
34,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
35,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
36,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
37,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
38,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,1.0,0.0,0.1919191919191919,0.5,0.0,2,0.0,0.0,1.0,0.0
39,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
40,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
41,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
42,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
43,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,0.0,0.0,1.0,0.0
44,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
45,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
46,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
47,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
48,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0
49,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
50,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,7,0.0,1.0,0.0,0.0
51,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
52,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,1,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,3,0.0,0.0,1.0,0.0
53,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,0.0,0.0,1.0,0.0
54,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
55,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
56,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
57,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
58,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,0.0,0.0,1.0,0.0
59,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8,0.0,1.0,0.0,0.0
60,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
61,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11,0,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
62,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
63,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,6,0.0,1.0,0.0,0.0
64,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
65,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3,0.0,1.0,0.0,0.0
66,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
67,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
68,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,0,0.0,0.0,1.0,1.0,0.0,0.1919191919191919,0.5,1.0,1,0.0,0.0,1.0,0.0
69,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,1,0.0,0.0,0.0,1.0
70,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
71,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8,0.0,0.0,1.0,0.0
72,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11,0,0.0,1.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,7,0.0,0.0,0.0,1.0
73,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
74,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.6919191919191919,0.5,1.0,8,0.0,0.0,0.0,1.0
75,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
76,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
77,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
78,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3,0.0,1.0,0.0,0.0
79,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
80,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
81,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
82,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
83,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,2,0.0,0.0,0.0,1.0
84,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
85,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
86,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5,0.0,0.0,0.0,1.0
87,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
88,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,6,0.0,0.0,1.0,0.0
89,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
90,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
91,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
92,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
93,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,4,0.0,0.0,0.0,1.0
94,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
95,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
96,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
97,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0
98,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
99,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
100,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
101,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
102,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,2,0.0,0.0,0.0,1.0
103,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
104,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
105,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
106,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
107,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
108,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
109,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,3,0.0,0.0,1.0,0.0
110,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
111,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
112,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
113,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
114,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
115,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
116,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
117,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
118,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,0,1.0,0.0,0.0,0.0,1.0,0.44191919191919193,0.5,0.0,3,0.0,0.0,0.0,1.0
119,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,0,0.0,0.0,1.0,1.0,0.0,0.1919191919191919,0.5,0.0,7,0.0,0.0,1.0,0.0
120,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,0.0,1.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,7,0.0,0.0,0.0,1.0
121,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
122,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
123,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
124,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,2,0.0,0.0,0.0,1.0
125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,2,0.0,1.0,0.0,0.0
126,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
127,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
